query_id,filter_expr,chosen_strategy,chosen_index,actual_recall,latency_ms,fallback
q_16029,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.973,1.32,否
q_16030,department = 'R&D',root search,root,0.968,1.14,否
q_16031,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.96,0.32,否
q_16032,"age ∈ [20,60] AND gender = 'M'",root search,root,0.939,0.67,否
q_16033,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.944,1.15,否
q_16034,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.968,1.32,否
q_16035,"age ∈ [20,60] AND country = 'US'",root search,root,0.935,1.01,否
q_16036,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.922,1.11,否
q_16037,"age ∈ [20,60] AND country = 'US'",root search,root,0.964,1.45,否
q_16038,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.937,0.32,否
q_16039,city = 'Beijing',root search,root,0.969,0.93,否
q_16040,city = 'Beijing',root search,root,0.933,0.59,否
q_16041,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.945,0.86,否
q_16042,"age ∈ [20,60] AND attr = 'D'",root search,root,0.942,1.4,否
q_16043,rare_tag = 'X' AND attr = 'Z',root search,root,0.962,1.17,否
q_16044,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.94,1.25,否
q_16045,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.941,1.25,否
q_16046,department = 'R&D',covering search,attr = age,0.941,0.38,否
q_16047,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.973,1.24,否
q_16048,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.976,0.9,否
q_16049,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.963,0.97,否
q_16050,rare_tag = 'X' AND attr = 'Z',root search,root,0.961,0.94,否
q_16051,department = 'R&D',root search,root,0.973,1.03,否
q_16052,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.926,1.23,否
q_16053,department = 'R&D',root search,root,0.92,0.84,否
q_16054,department = 'R&D',covering search,attr = country,0.961,0.36,否
q_16055,"age ∈ [20,60] AND gender = 'M'",root search,root,0.957,1.41,否
q_16056,department = 'R&D',brute-force fallback,N/A,0.957,2.2,是
q_16057,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.94,1.4,否
q_16058,department = 'R&D',root search,root,0.974,0.7,否
q_16059,city = 'Beijing',brute-force fallback,N/A,0.97,3.14,是
q_16060,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.957,1.16,否
q_16061,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.957,1.11,否
q_16062,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.93,3.35,是
q_16063,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.955,0.98,否
q_16064,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.943,1.31,否
q_16065,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.966,0.37,否
q_16066,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.923,0.33,否
q_16067,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.969,0.51,否
q_16068,city = 'Beijing',root search,root,0.937,0.83,否
q_16069,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.965,0.92,否
q_16070,department = 'R&D',covering search,attr = income,0.964,0.75,否
q_16071,"age ∈ [20,60] AND gender = 'M'",root search,root,0.95,1.48,否
q_16072,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.948,0.4,否
q_16073,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.95,0.43,否
q_16074,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.941,0.64,否
q_16075,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.935,1.48,否
q_16076,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.968,0.3,否
q_16077,city = 'Beijing',root search,root,0.959,1.44,否
q_16078,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.94,0.89,否
q_16079,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.97,1.47,否
q_16080,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.937,0.69,否
q_16081,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.977,0.47,否
q_16082,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.95,1.14,否
q_16083,rare_tag = 'X' AND attr = 'Z',root search,root,0.959,1.39,否
q_16084,"age ∈ [20,60] AND country = 'US'",root search,root,0.925,0.28,否
q_16085,"age ∈ [20,60] AND attr = 'D'",root search,root,0.945,1.23,否
q_16086,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.946,1.29,否
q_16087,city = 'Beijing',root search,root,0.97,0.23,否
q_16088,department = 'R&D',root search,root,0.963,0.94,否
q_16089,"age ∈ [20,60] AND attr = 'D'",root search,root,0.951,0.7,否
q_16090,city = 'Beijing',upward search,attr = B → root,0.928,0.73,否
q_16091,department = 'R&D',brute-force fallback,N/A,0.947,4.5,是
q_16092,rare_tag = 'X' AND attr = 'Z',root search,root,0.968,0.39,否
q_16093,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.925,0.82,否
q_16094,"age ∈ [20,60] AND country = 'US'",root search,root,0.932,1.42,否
q_16095,"age ∈ [20,60] AND country = 'US'",root search,root,0.949,0.58,否
q_16096,"age ∈ [20,60] AND gender = 'M'",root search,root,0.926,0.37,否
q_16097,department = 'R&D',upward search,attr = D → root,0.969,1.17,否
q_16098,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.955,0.84,否
q_16099,department = 'R&D',covering search,attr = country,0.957,0.67,否
q_16100,"age ∈ [20,60] AND gender = 'M'",root search,root,0.968,1.02,否
q_16101,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.951,1.2,否
q_16102,rare_tag = 'X' AND attr = 'Z',root search,root,0.938,0.38,否
q_16103,department = 'R&D',root search,root,0.948,0.66,否
q_16104,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.935,1.43,否
q_16105,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.935,0.4,否
q_16106,city = 'Beijing',root search,root,0.95,0.67,否
q_16107,city = 'Beijing',covering search,attr = age,0.929,1.21,否
q_16108,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.948,4.95,是
q_16109,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.94,0.56,否
q_16110,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.963,0.33,否
q_16111,"age ∈ [20,60] AND attr = 'D'",root search,root,0.931,0.67,否
q_16112,department = 'R&D',covering search,attr = age,0.95,1.37,否
q_16113,"age ∈ [20,60] AND country = 'US'",root search,root,0.921,0.59,否
q_16114,"age ∈ [20,60] AND gender = 'M'",root search,root,0.938,0.87,否
q_16115,department = 'R&D',root search,root,0.96,0.83,否
q_16116,city = 'Beijing',upward search,attr = B → root,0.939,0.88,否
q_16117,department = 'R&D',upward search,attr = D → root,0.974,0.76,否
q_16118,department = 'R&D',upward search,attr = B → root,0.962,1.37,否
q_16119,department = 'R&D',upward search,attr = D → root,0.964,0.92,否
q_16120,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.953,0.78,否
q_16121,city = 'Beijing',root search,root,0.925,0.68,否
q_16122,department = 'R&D',root search,root,0.936,1.23,否
q_16123,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.936,0.25,否
q_16124,"age ∈ [20,60] AND attr = 'D'",root search,root,0.961,0.52,否
q_16125,"age ∈ [20,60] AND country = 'US'",root search,root,0.93,0.41,否
q_16126,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.933,0.77,否
q_16127,"age ∈ [20,60] AND attr = 'D'",root search,root,0.967,1.02,否
q_16128,"age ∈ [20,60] AND gender = 'M'",root search,root,0.973,0.49,否
q_16129,city = 'Beijing',covering search,attr = income,0.949,1.05,否
q_16130,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.952,4.84,是
q_16131,department = 'R&D',root search,root,0.939,1.15,否
q_16132,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.929,0.73,否
q_16133,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.953,0.51,否
q_16134,"age ∈ [20,60] AND attr = 'D'",root search,root,0.942,0.57,否
q_16135,city = 'Beijing',covering search,attr = income,0.922,0.65,否
q_16136,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.941,0.85,否
q_16137,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.937,5.61,是
q_16138,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.933,0.55,否
q_16139,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.965,0.95,否
q_16140,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.933,0.99,否
q_16141,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.965,1.24,否
q_16142,"age ∈ [20,60] AND gender = 'M'",root search,root,0.968,1.27,否
q_16143,department = 'R&D',root search,root,0.975,1.37,否
q_16144,department = 'R&D',root search,root,0.966,0.33,否
q_16145,department = 'R&D',brute-force fallback,N/A,0.984,4.59,是
q_16146,city = 'Beijing',covering search,attr = income,0.977,1.19,否
q_16147,city = 'Beijing',covering search,attr = country,0.926,0.24,否
q_16148,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.933,0.32,否
q_16149,department = 'R&D',covering search,attr = age,0.959,0.32,否
q_16150,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.95,5.41,是
q_16151,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.925,0.21,否
q_16152,"age ∈ [20,60] AND attr = 'D'",root search,root,0.922,1.22,否
q_16153,department = 'R&D',upward search,attr = D → root,0.923,1.41,否
q_16154,"age ∈ [20,60] AND attr = 'D'",root search,root,0.951,1.05,否
q_16155,city = 'Beijing',root search,root,0.957,1.44,否
q_16156,city = 'Beijing',root search,root,0.973,0.51,否
q_16157,rare_tag = 'X' AND attr = 'Z',root search,root,0.979,0.7,否
q_16158,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.936,1.08,否
q_16159,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.976,0.93,否
q_16160,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.938,0.92,否
q_16161,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.974,0.4,否
q_16162,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.931,1.04,否
q_16163,department = 'R&D',covering search,attr = income,0.974,0.42,否
q_16164,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.933,0.37,否
q_16165,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.945,0.79,否
q_16166,city = 'Beijing',upward search,attr = B → root,0.967,0.83,否
q_16167,department = 'R&D',root search,root,0.922,1.31,否
q_16168,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.942,1.38,否
q_16169,city = 'Beijing',covering search,attr = age,0.949,1.08,否
q_16170,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.933,0.28,否
q_16171,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.948,1.27,否
q_16172,city = 'Beijing',brute-force fallback,N/A,0.949,5.99,是
q_16173,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.975,1.49,否
q_16174,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.975,1.08,否
q_16175,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.947,1.26,否
q_16176,department = 'R&D',brute-force fallback,N/A,0.94,5.32,是
q_16177,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.973,1.12,否
q_16178,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.935,0.73,否
q_16179,"age ∈ [20,60] AND gender = 'M'",root search,root,0.925,0.45,否
q_16180,rare_tag = 'X' AND attr = 'Z',root search,root,0.929,0.43,否
q_16181,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.964,1.42,否
q_16182,city = 'Beijing',brute-force fallback,N/A,0.951,3.74,是
q_16183,rare_tag = 'X' AND attr = 'Z',root search,root,0.942,0.5,否
q_16184,"age ∈ [20,60] AND gender = 'M'",root search,root,0.936,1.31,否
q_16185,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.94,1.15,否
q_16186,rare_tag = 'X' AND attr = 'Z',root search,root,0.952,0.69,否
q_16187,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.955,0.45,否
q_16188,rare_tag = 'X' AND attr = 'Z',root search,root,0.943,0.58,否
q_16189,department = 'R&D',covering search,attr = age,0.949,0.66,否
q_16190,city = 'Beijing',upward search,attr = B → root,0.97,0.5,否
q_16191,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.943,5.86,是
q_16192,city = 'Beijing',root search,root,0.975,0.24,否
q_16193,department = 'R&D',root search,root,0.932,0.91,否
q_16194,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.978,0.82,否
q_16195,"age ∈ [20,60] AND country = 'US'",root search,root,0.93,1.45,否
q_16196,city = 'Beijing',covering search,attr = age,0.928,1.23,否
q_16197,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.958,0.47,否
q_16198,department = 'R&D',root search,root,0.957,0.86,否
q_16199,"age ∈ [20,60] AND country = 'US'",root search,root,0.972,0.81,否
q_16200,"age ∈ [20,60] AND country = 'US'",root search,root,0.943,0.58,否
q_16201,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.934,0.71,否
q_16202,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.976,0.77,否
q_16203,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.976,0.25,否
q_16204,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.979,0.28,否
q_16205,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.96,0.71,否
q_16206,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.924,1.47,否
q_16207,"age ∈ [20,60] AND gender = 'M'",root search,root,0.973,0.56,否
q_16208,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.967,0.78,否
q_16209,department = 'R&D',root search,root,0.953,0.71,否
q_16210,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.938,1.29,否
q_16211,"age ∈ [20,60] AND country = 'US'",root search,root,0.947,1.1,否
q_16212,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.947,0.98,否
q_16213,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.94,1.33,否
q_16214,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.968,2.52,是
q_16215,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.963,0.83,否
q_16216,"age ∈ [20,60] AND gender = 'M'",root search,root,0.937,1.03,否
q_16217,department = 'R&D',covering search,attr = income,0.945,0.37,否
q_16218,city = 'Beijing',root search,root,0.952,1.37,否
q_16219,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.95,0.96,否
q_16220,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.928,1.27,否
q_16221,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.972,1.16,否
q_16222,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.964,1.48,否
q_16223,city = 'Beijing',brute-force fallback,N/A,0.934,3.19,是
q_16224,rare_tag = 'X' AND attr = 'Z',root search,root,0.922,0.21,否
q_16225,department = 'R&D',root search,root,0.93,0.23,否
q_16226,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.959,1.33,否
q_16227,city = 'Beijing',upward search,attr = D → root,0.97,0.4,否
q_16228,"age ∈ [20,60] AND country = 'US'",root search,root,0.92,1.46,否
q_16229,rare_tag = 'X' AND attr = 'Z',root search,root,0.971,0.5,否
q_16230,department = 'R&D',covering search,attr = country,0.945,0.54,否
q_16231,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.944,0.39,否
q_16232,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.957,0.9,否
q_16233,department = 'R&D',covering search,attr = country,0.93,0.45,否
q_16234,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.979,1.27,否
q_16235,"age ∈ [20,60] AND country = 'US'",root search,root,0.957,0.44,否
q_16236,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.934,1.08,否
q_16237,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.992,5.44,是
q_16238,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.98,1.49,否
q_16239,department = 'R&D',upward search,attr = B → root,0.923,0.8,否
q_16240,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.953,0.33,否
q_16241,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.935,0.48,否
q_16242,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.939,2.58,是
q_16243,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.965,1.08,否
q_16244,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.968,1.15,否
q_16245,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.959,4.61,是
q_16246,department = 'R&D',root search,root,0.921,0.75,否
q_16247,"age ∈ [20,60] AND attr = 'D'",root search,root,0.973,0.73,否
q_16248,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.924,0.44,否
q_16249,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.927,0.54,否
q_16250,"age ∈ [20,60] AND gender = 'M'",root search,root,0.965,0.71,否
q_16251,"age ∈ [20,60] AND attr = 'D'",root search,root,0.977,0.44,否
q_16252,rare_tag = 'X' AND attr = 'Z',root search,root,0.935,0.28,否
q_16253,"age ∈ [20,60] AND attr = 'D'",root search,root,0.935,0.36,否
q_16254,rare_tag = 'X' AND attr = 'Z',root search,root,0.938,0.73,否
q_16255,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.92,0.4,否
q_16256,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.956,0.87,否
q_16257,city = 'Beijing',root search,root,0.958,0.42,否
q_16258,city = 'Beijing',upward search,attr = B → root,0.978,0.77,否
q_16259,rare_tag = 'X' AND attr = 'Z',root search,root,0.954,0.68,否
q_16260,city = 'Beijing',upward search,attr = B → root,0.962,0.29,否
q_16261,city = 'Beijing',root search,root,0.969,0.61,否
q_16262,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.929,0.69,否
q_16263,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.999,3.06,是
q_16264,city = 'Beijing',covering search,attr = age,0.973,0.86,否
q_16265,"age ∈ [20,60] AND gender = 'M'",root search,root,0.966,0.73,否
q_16266,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.939,1.43,否
q_16267,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.973,0.29,否
q_16268,"age ∈ [20,60] AND gender = 'M'",root search,root,0.923,1.07,否
q_16269,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.927,1.12,否
q_16270,rare_tag = 'X' AND attr = 'Z',root search,root,0.967,0.71,否
q_16271,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.972,0.97,否
q_16272,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.937,1.22,否
q_16273,department = 'R&D',root search,root,0.934,0.97,否
q_16274,department = 'R&D',root search,root,0.938,0.51,否
q_16275,"age ∈ [20,60] AND attr = 'D'",root search,root,0.955,0.9,否
q_16276,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.949,0.34,否
q_16277,"age ∈ [20,60] AND attr = 'D'",root search,root,0.951,1.1,否
q_16278,city = 'Beijing',root search,root,0.929,0.54,否
q_16279,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.934,1.25,否
q_16280,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.952,4.13,是
q_16281,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.957,1.11,否
q_16282,city = 'Beijing',covering search,attr = income,0.932,0.46,否
q_16283,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.921,0.57,否
q_16284,"age ∈ [20,60] AND gender = 'M'",root search,root,0.927,1.38,否
q_16285,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.966,0.9,否
q_16286,"age ∈ [20,60] AND country = 'US'",root search,root,0.951,1.0,否
q_16287,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.962,0.44,否
q_16288,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.96,0.64,否
q_16289,department = 'R&D',brute-force fallback,N/A,0.97,5.96,是
q_16290,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.966,1.34,否
q_16291,"age ∈ [20,60] AND gender = 'M'",root search,root,0.931,1.18,否
q_16292,department = 'R&D',covering search,attr = age,0.97,0.33,否
q_16293,department = 'R&D',covering search,attr = country,0.942,1.32,否
q_16294,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.935,1.32,否
q_16295,rare_tag = 'X' AND attr = 'Z',root search,root,0.921,1.41,否
q_16296,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.947,0.48,否
q_16297,department = 'R&D',root search,root,0.976,0.87,否
q_16298,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.94,0.91,否
q_16299,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.979,1.13,否
q_16300,city = 'Beijing',upward search,attr = D → root,0.977,1.02,否
q_16301,"age ∈ [20,60] AND country = 'US'",root search,root,0.971,0.69,否
q_16302,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.922,1.32,否
q_16303,"age ∈ [20,60] AND attr = 'D'",root search,root,0.962,0.74,否
q_16304,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.967,0.27,否
q_16305,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.939,1.13,否
q_16306,department = 'R&D',brute-force fallback,N/A,0.968,2.13,是
q_16307,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.947,0.3,否
q_16308,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.975,1.47,否
q_16309,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.933,0.2,否
q_16310,city = 'Beijing',covering search,attr = country,0.95,0.27,否
q_16311,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.931,1.46,否
q_16312,department = 'R&D',root search,root,0.966,0.4,否
q_16313,"age ∈ [20,60] AND attr = 'D'",root search,root,0.947,0.22,否
q_16314,department = 'R&D',covering search,attr = income,0.948,0.67,否
q_16315,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.934,0.4,否
q_16316,city = 'Beijing',upward search,attr = B → root,0.961,1.08,否
q_16317,"age ∈ [20,60] AND country = 'US'",root search,root,0.958,1.43,否
q_16318,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.991,4.06,是
q_16319,department = 'R&D',root search,root,0.971,0.21,否
q_16320,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.961,0.65,否
q_16321,"age ∈ [20,60] AND country = 'US'",root search,root,0.96,0.23,否
q_16322,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.958,0.97,否
q_16323,city = 'Beijing',covering search,attr = country,0.947,0.21,否
q_16324,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.963,0.5,否
q_16325,department = 'R&D',covering search,attr = age,0.937,0.45,否
q_16326,rare_tag = 'X' AND attr = 'Z',root search,root,0.974,0.37,否
q_16327,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.921,1.17,否
q_16328,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.932,0.88,否
q_16329,department = 'R&D',root search,root,0.977,0.91,否
q_16330,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.953,0.96,否
q_16331,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.966,0.45,否
q_16332,department = 'R&D',covering search,attr = income,0.962,0.3,否
q_16333,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.969,1.19,否
q_16334,"age ∈ [20,60] AND gender = 'M'",root search,root,0.972,0.92,否
q_16335,department = 'R&D',covering search,attr = age,0.935,1.0,否
q_16336,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.969,5.24,是
q_16337,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.928,1.16,否
q_16338,rare_tag = 'X' AND attr = 'Z',root search,root,0.975,0.27,否
q_16339,city = 'Beijing',covering search,attr = age,0.97,0.6,否
q_16340,"age ∈ [20,60] AND attr = 'D'",root search,root,0.978,1.17,否
q_16341,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.963,0.52,否
q_16342,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.935,0.46,否
q_16343,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.932,1.06,否
q_16344,rare_tag = 'X' AND attr = 'Z',root search,root,0.924,1.28,否
q_16345,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.97,0.96,否
q_16346,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.954,0.85,否
q_16347,rare_tag = 'X' AND attr = 'Z',root search,root,0.952,0.62,否
q_16348,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.941,0.83,否
q_16349,city = 'Beijing',root search,root,0.971,1.34,否
q_16350,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.945,0.71,否
q_16351,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.949,0.58,否
q_16352,"age ∈ [20,60] AND country = 'US'",root search,root,0.923,0.55,否
q_16353,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.956,1.01,否
q_16354,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.945,0.45,否
q_16355,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.954,0.51,否
q_16356,"age ∈ [20,60] AND attr = 'D'",root search,root,0.967,1.22,否
q_16357,department = 'R&D',root search,root,0.921,1.49,否
q_16358,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.956,0.96,否
q_16359,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.956,0.81,否
q_16360,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.933,0.23,否
q_16361,city = 'Beijing',root search,root,0.949,0.29,否
q_16362,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.93,1.32,否
q_16363,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.951,0.29,否
q_16364,city = 'Beijing',covering search,attr = age,0.928,0.3,否
q_16365,"age ∈ [20,60] AND country = 'US'",root search,root,0.95,0.75,否
q_16366,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.953,0.76,否
q_16367,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.921,1.23,否
q_16368,department = 'R&D',root search,root,0.955,1.48,否
q_16369,department = 'R&D',covering search,attr = income,0.925,0.73,否
